 139  -15.0 -144.0  -17.3 -145.8  375   -7.28 422.01  -5.16 415.60   0.11   0.33   2.25 660.43   4.67 650.13   0.10   0.43 126.64
 140  -15.0 -133.7  -17.6 -134.8  197   -7.80 423.53  -4.82 414.54   0.52   1.57   3.98 653.15   7.08 640.02   0.19   0.80 127.68
 141  -15.0 -123.4  -17.0 -125.5  118   -8.65 425.80  -4.89 414.58   0.31   0.92   4.07 653.16   7.86 637.47   0.44   1.82 132.22
 142  -15.0 -113.1  -17.7 -115.3   58   -6.25 418.81  -2.19 406.59   2.95   8.88   4.63 650.49   4.48 651.12   5.57  23.48 128.06
 143  -15.0 -102.9  -10.0 -101.1   61   -7.63 423.69  -4.26 413.22   0.90   2.79   3.51 654.20   6.80 639.38   1.28   5.76 115.53
 144  -15.0  -92.6  -14.6  -90.0  114   -3.90 412.02  -2.26 406.96   0.92   2.83   4.88 648.38   6.62 640.67   0.20   0.89 118.95
 145  -15.0  -82.3  -15.5  -83.3  121   -3.09 409.45  -1.66 405.08   0.63   1.93   4.54 650.20   5.42 646.36   0.31   1.35 121.92
 146  -15.0  -72.0  -16.4  -75.6   55   -4.17 412.79  -3.87 411.87   1.80   5.52   3.68 653.87   3.45 654.88   2.46  10.78 120.09
 147  -15.0  -61.7  -16.0  -56.7   50   -3.15 409.57  -6.77 420.56   3.45  10.48   3.98 652.90   0.58 667.51   0.55   2.36 124.89
 148  -15.0  -51.4  -12.2  -49.9  183   -4.70 414.21  -8.58 425.94   0.57   1.72   6.99 640.26   1.71 662.72   0.37   1.57 126.63
 149  -15.0  -41.1  -14.6  -40.7  215    0.18 399.45  -3.84 411.75   0.94   2.88   8.35 633.58   2.82 657.70   0.66   2.88 121.60
 150  -15.0  -30.9  -15.3  -36.1  126   -0.32 401.00  -3.44 410.71   0.51   1.59   8.76 630.34   3.83 652.66   0.36   1.63 114.79
 151  -15.0  -20.6  -14.7  -22.5   24    7.04 377.69   6.56 379.21   4.41  13.97  -1.09 675.14  -3.00 684.15  10.97  51.75 107.87
 152  -15.0  -10.3  -10.9  -10.5   28   -0.30 400.96   0.48 398.47   6.39  20.36   0.02 669.90  -0.41 671.96   8.00  38.21 105.81
 153  -15.0    0.0  -11.2    8.9   39    1.31 396.06  -0.36 401.08   0.96   2.89   9.07 631.77   6.82 641.26   0.52   2.19 128.29
 154  -15.0   10.3  -13.3    8.0   28    1.21 396.38  -1.52 404.55   1.07   3.21  10.91 624.44   7.32 639.43   0.64   2.67 130.31
 155  -15.0   20.6  -14.0   23.6   28   10.85 368.13   5.26 384.55   5.20  15.28  15.33 608.44   8.63 635.35   1.08   4.34 139.21
 156  -15.0   30.9  -12.1   31.9   38    6.06 381.85   1.96 394.13   7.97  23.88  -0.43 671.80  -3.09 682.90   5.69  23.76 130.80
 157  -15.0   41.1  -13.5   43.9   58    5.24 384.23   4.33 386.97   8.94  26.90   8.37 634.72  10.06 627.60   6.72  28.32 128.26
 158  -15.0   51.4  -14.9   54.1  133   -3.00 408.76  -2.54 407.42   0.40   1.17   1.64 663.49   3.37 656.63   0.15   0.60 142.01
 159  -15.0   61.7  -15.5   61.8  181   -5.51 415.86  -4.43 412.75   0.70   2.02   2.69 659.61   4.51 652.59   0.34   1.31 149.14
 160  -15.0   72.0  -14.5   72.3  222   -4.65 413.75  -2.79 408.25   0.41   1.21   2.03 661.75   4.47 651.82   0.17   0.69 136.92
 161  -15.0   82.3  -15.1   81.9  199   -3.80 411.44  -2.06 406.20   0.77   2.32   2.74 658.45   4.71 650.15   0.43   1.81 128.95
 162  -15.0   92.6  -12.0   90.2  133   -1.88 405.68  -0.92 402.78   0.28   0.85   5.24 647.70   6.52 642.26   0.41   1.74 126.36
 163  -15.0  102.9  -11.0  104.3   77   -2.50 407.67  -3.05 409.35   0.92   2.82   5.83 644.44   5.28 646.85   3.08  13.50 120.02
 164  -15.0  113.1  -12.1  112.1   93    3.49 389.17   0.40 398.76   8.95  27.78   4.80 648.39  10.44 622.99   7.40  33.32 115.09
 165  -15.0  123.4  -13.0  125.2   99    7.29 376.84   2.33 392.60   1.31   4.16 -18.02 755.53 -11.56 724.87  11.18  53.06 106.51
 166  -15.0  133.7   -9.4  134.2  134    5.75 381.83   1.41 395.54   0.63   1.99   7.24 636.05   1.88 661.19   0.42   1.97 108.77
 167  -15.0  144.0  -15.6  145.3  147   -1.63 405.00  -2.90 408.89   0.52   1.59   5.12 647.55   3.20 655.97   1.21   5.30 120.57
 168  -15.0  154.3  -16.9  154.3  156   -1.73 405.18  -0.76 402.28   0.58   1.74   3.19 656.68   3.23 656.51   0.39   1.63 130.56
 169  -15.0  164.6  -12.3  163.6  170   -5.41 416.21  -4.04 412.10   0.90   2.70   2.91 657.85   3.03 657.35   0.40   1.67 130.97
 170  -15.0  174.9  -11.7  174.1  158   -6.36 418.88  -5.09 415.11   0.50   1.48   2.47 659.87   2.84 658.35   0.39   1.60 134.57
 171   -5.0 -175.0   -3.8 -177.8  141   -3.55 410.56  -2.76 408.21   0.28   0.83   5.87 645.82   6.87 641.70   0.58   2.39 133.70
 172   -5.0 -165.0   -5.3 -161.6  192   -4.64 414.00  -4.13 412.46   0.52   1.57   4.73 649.97   5.38 647.22   0.32   1.36 127.22
 173   -5.0 -155.0   -7.6 -155.3  308   -5.52 416.73  -5.02 415.21   0.10   0.30   3.09 656.79   4.44 651.02   0.22   0.94 125.70
 174   -5.0 -145.0   -5.7 -146.4  205   -5.66 417.03  -4.87 414.66   0.10   0.30   4.25 652.09   5.41 647.20   0.28   1.18 128.43
 175   -5.0 -135.0   -3.4 -135.1  150   -6.34 418.99  -4.10 412.28   0.59   1.77   2.67 658.85   5.33 647.74   0.63   2.63 130.12
 176   -5.0 -125.0   -3.8 -126.8  104   -6.22 419.03  -2.86 408.75   1.44   4.40   3.63 654.17   7.74 636.24   0.73   3.18 121.97
 177   -5.0 -115.0   -3.5 -118.3   58   -7.83 424.55  -3.85 412.07   6.20  19.44   1.22 664.38   5.59 644.25   2.12   9.76 111.94
 178   -5.0 -105.0   -7.9 -102.5   65   -6.25 419.60  -2.62 408.22   1.51   4.74   3.92 651.95   8.45 631.08   1.03   4.74 111.80
 179   -5.0  -95.0   -7.6  -96.3   68   -4.27 413.46  -1.24 403.91   1.55   4.89   6.81 638.26  10.39 621.58   2.56  11.93 109.19
