150 -65.59 -22.65 NaN	675.39	NaN
151 -55.92 -22.18 414.15	676.26	262.11
152 -46.56 -23.69 417.23	663.04	245.82
153 -35.75 -26.53 416.92	663.79	246.88
154 -26.53 -25.96 417.23	659.63	242.41
155 -17.39 -26.29 417.53	660.39	242.85
156 0.52 -14.18 410.77	654.37	243.60
157 7.45 -16.88 NaN	655.12	NaN
158 22.10 -16.35 416.30	659.63	243.33
159 28.15 -16.77 416.61	649.86	233.25
160 40.02 -17.65 426.21	652.49	226.28
161 48.00 -18.67 423.10	657.75	234.65
162 58.06 -18.35 416.61	660.01	243.40
163 65.37 -17.05 415.38	662.66	247.29
164 74.36 -17.63 416.61	665.28	248.67
165 84.46 -17.45 412.00	661.53	249.53
166 94.03 -17.47 413.53	661.53	248.00
167 103.69 -15.87 419.08	660.39	241.31
168 114.44 -16.51 419.39	664.17	244.78
169 122.74 -15.39 417.53	661.91	244.37
170 131.31 -17.95 418.15	658.88	240.73
171 143.51 -19.94 420.62	658.88	238.25
172 152.21 -19.83 415.07	659.63	244.56
173 159.08 -17.45 413.53	666.75	253.22
174 173.01 -15.53 424.34	668.63	244.28
175 179.80 -18.47 427.14	667.49	240.35
176 -171.11 -18.66 426.52	660.77	234.25
177 -158.44 -14.35 426.52	665.65	239.13
178 -151.26 -13.95 424.34	665.65	241.31
179 -142.98 -16.66 422.17	663.04	240.87
180 -135.33 -17.94 420.31	662.29	241.97
181 -126.12 -18.18 421.86	662.29	240.42
182 -117.74 -17.99 420.62	662.66	242.04
183 -104.59 -15.43 421.24	661.91	240.66
184 -90.16 -15.57 412.00	NaN	NaN
185 -82.91 -15.86 414.76	668.24	253.48
186 -78.41 -15.00 416.61	669.01	252.40
187 -69.59 -16.02 416.92	672.76	255.84
188 -54.73 -15.96 416.30	669.01	252.71
189 -47.72 -14.98 420.01	664.54	244.54
190 -39.51 -15.39 419.39	661.15	241.76
191 -30.92 -16.49 415.99	659.63	243.64
192 -20.06 -18.89 412.92	653.24	240.33
193 -13.07 -16.22 414.45	657.75	243.29
194 -0.55 -6.16 408.94	651.74	242.81
195 5.48 -7.10 404.35	652.49	248.14
196 20.39 -8.24 413.84	655.50	241.66
197 27.19 -9.83 418.15	652.12	233.96
198 37.55 -8.14 411.38	646.87	235.48
199 44.32 -8.47 410.16	647.62	237.46
200 56.18 -11.45 416.30	659.63	243.33
201 64.57 -11.56 416.30	660.77	244.47
202 72.12 -9.92 416.61	661.15	244.54
203 81.33 -8.92 409.55	660.01	250.46
204 90.40 -10.22 409.85	655.87	246.02
205 100.12 -10.86 417.53	663.79	246.26
206 108.01 -10.95 417.23	673.63	256.41
207 120.39 -10.17 406.19	659.63	253.45
208 127.38 -9.64 406.49	653.62	247.13
209 135.17 -8.77 410.16	663.04	252.88
210 145.33 -10.29 404.35	666.38	262.04
211 157.26 -10.16 404.04	665.28	261.24
212 165.50 -8.98 417.23	667.49	250.27
213 172.84 -10.09 427.77	669.80	242.04
214 -179.25 -9.26 428.70	668.24	239.54
215 -164.89 -7.57 425.28	665.65	240.37
216 -156.74 -9.15 423.72	668.24	244.52
217 -152.39 -10.37 423.10	665.65	242.55
218 -142.88 -10.87 420.93	662.66	241.73
219 -132.60 -7.35 418.77	658.50	239.73
220 -124.49 -6.47 423.10	659.25	236.15
221 -115.91 -6.27 421.24	659.63	238.39
222 -103.72 -7.51 407.41	646.12	238.71
223 -94.92 -8.85 408.02	NaN	NaN
224 -83.47 -10.54 417.53	667.12	249.59
225 -78.63 -11.00 418.77	670.21	251.44
226 -70.79 -9.91 420.62	682.31	261.68
227 -57.46 -8.33 422.79	671.89	249.10
228 -49.59 -9.23 419.08	666.02	246.94
229 -42.84 -8.94 417.53	663.79	246.26
230 -32.68 -8.49 415.69	662.29	246.60
231 -25.20 -6.20 415.69	661.53	245.84
232 -13.25 -8.41 412.00	655.50	243.50
233 -0.29 -0.78 405.27	650.61	245.35
234 5.56 -0.78 399.80	658.12	258.33
235 19.13 -0.53 409.85	658.12	248.27
236 26.85 -1.77 NaN	650.99	NaN
237 38.12 -3.40 NaN	646.87	NaN
238 46.43 -0.90 402.51	644.25	241.74
239 53.17 0.83 411.08	655.87	244.79
240 63.36 -0.28 420.62	657.75	237.12
241 73.36 -0.84 412.61	664.91	252.30
242 80.53 -0.51 413.53	663.04	249.51
243 88.15 -0.85 410.77	659.25	248.48
244 99.00 -1.13 412.61	NaN	NaN
245 107.74 0.98 410.16	666.02	255.86
246 117.42 0.21 405.88	659.63	253.75
247 125.73 -2.38 406.49	650.61	244.12
248 136.43 -1.00 410.77	660.39	249.62
249 142.88 1.01 413.53	662.29	248.75
250 155.07 1.46 416.30	665.28	248.98
251 161.58 -0.23 418.46	662.66	244.20
252 170.71 -2.35 426.21	667.87	241.66
253 -178.39 -0.07 424.97	667.87	242.90
254 -170.94 0.28 423.10	666.38	243.28
255 -160.53 -3.40 423.10	667.12	244.02
256 -153.90 -3.72 420.62	663.79	243.17
257 -142.93 -0.25 420.31	661.53	241.21
258 -134.10 0.68 420.31	660.39	240.07
259 -128.25 -1.25 421.86	658.50	236.64
260 -120.03 -3.07 425.90	659.25	233.36
261 -107.19 -2.74 417.53	658.12	240.59
262 -98.99 -2.16 409.55	654.74	245.20
263 -90.32 -1.12 407.71	654.74	247.03
264 -80.38 -3.03 415.38	663.79	248.42
265 -74.73 -2.12 417.23	667.87	250.64
266 -62.92 -4.39 419.70	NaN	NaN
267 -53.01 -4.05 420.01	668.63	248.62
268 -43.99 -2.30 416.61	664.54	247.93
269 -37.45 -0.92 415.99	664.17	248.18
270 -26.94 -1.66 416.92	663.79	246.88
271 -20.24 -0.47 415.99	661.15	245.15
272 -8.59 -0.40 413.53	653.62	240.09
273 -0.11 7.56 406.49	655.50	249.00
274 7.99 9.51 415.69	658.50	242.82
275 17.20 11.38 412.00	657.75	245.75
276 26.71 11.88 418.15	671.04	252.89
277 37.81 9.68 405.57	660.01	254.44
278 47.56 6.94 398.05	648.74	250.69
279 54.53 5.87 407.10	657.37	250.27
280 63.47 8.68 416.30	669.80	253.50
281 74.97 8.74 420.01	666.38	246.38
282 81.14 7.94 417.84	665.28	247.44
283 90.76 7.83 NaN	663.79	NaN
284 102.81 9.25 415.99	655.87	239.88
285 108.74 10.13 412.92	657.37	244.46
286 118.35 11.23 405.57	661.15	255.57
287 128.47 14.02 416.30	663.79	247.49
288 136.34 11.98 417.23	670.21	252.98
289 145.32 11.01 421.86	680.57	258.71
290 155.04 7.98 421.86	671.04	249.18
291 162.68 7.89 421.86	662.66	240.80
292 173.97 10.29 425.28	670.62	245.34
293 -177.51 7.39 425.28	668.24	242.97
294 -169.47 6.79 423.72	663.79	240.07
295 -159.25 7.74 421.24	662.66	241.42
296 -149.23 9.26 426.21	659.63	233.42
297 -139.33 7.66 421.55	663.04	241.49
298 -133.50 6.90 423.10	664.17	241.07
299 -126.67 8.66 426.52	662.66	236.14
300 -113.70 11.95 418.46	660.01	241.55
301 -104.47 9.75 418.46	659.25	240.79
302 -97.19 8.35 417.23	655.87	238.64
303 -85.10 5.71 410.46	658.50	248.04
304 -78.58 5.44 412.30	660.77	248.47
305 -68.97 9.96 410.77	662.29	251.52
306 -58.52 10.13 415.38	661.91	246.53
307 -48.68 8.76 415.07	657.75	242.68
308 -41.53 7.46 417.84	661.53	243.68
309 -33.31 6.48 416.92	665.65	248.73
310 -23.07 8.26 416.30	659.25	242.95
311 -14.26 8.08 412.61	658.50	245.89
312 -1.25 17.68 409.85	650.24	240.39
313 10.26 16.17 414.76	653.62	238.86
314 18.05 16.96 411.38	656.25	244.86
315 27.11 20.67 413.53	662.29	248.75
316 35.02 17.17 410.77	663.04	252.27
317 47.70 18.05 396.04	652.87	256.83
318 55.86 18.22 398.05	653.99	255.95
319 66.10 18.00 405.27	642.37	237.10
320 75.42 16.17 423.72	658.88	235.15
321 83.11 16.72 NaN	658.88	NaN
322 95.16 16.47 411.38	665.65	254.27
323 105.99 16.40 415.38	658.50	243.12
324 114.32 20.14 408.02	663.79	255.77
325 125.33 18.24 410.77	664.54	253.77
326 133.19 19.04 413.84	674.51	260.67
327 140.28 18.35 415.07	679.71	264.64
328 148.57 16.73 423.41	681.87	258.46
329 161.41 17.19 424.97	673.63	248.67
330 171.60 18.76 421.86	663.79	241.93
331 179.79 20.41 424.97	665.28	240.32
332 -170.42 20.75 424.97	664.17	239.20
333 -162.00 20.24 423.72	661.53	237.80
334 -149.72 21.45 423.72	660.77	237.05
335 -144.28 19.32 425.59	661.15	235.56
336 -133.88 16.57 425.90	666.75	240.85
337 -126.29 17.30 424.66	663.42	238.76
338 -112.83 17.23 415.99	654.37	238.38
339 -106.90 17.05 415.38	655.50	240.12
340 -96.13 18.81 417.53	656.25	238.71
341 -86.75 19.47 412.61	652.87	240.26
342 -74.60 18.61 412.92	655.12	242.20
343 -64.62 17.91 418.15	659.25	241.10
344 -58.97 18.73 423.41	659.63	236.22
345 -48.09 16.56 422.17	660.77	238.60
346 -38.99 16.25 419.39	662.29	242.90
347 -28.74 18.39 417.53	663.04	245.51
348 -19.89 18.10 409.24	653.24	244.00
349 -10.48 17.79 404.04	657.37	253.33
350 1.47 27.36 407.41	644.99	237.58
351 7.91 27.82 410.16	643.12	232.96
352 23.52 25.39 410.77	651.74	240.97
353 27.42 25.25 408.63	663.04	254.41
354 42.79 30.11 402.51	651.37	248.86
355 49.08 28.25 NaN	655.12	NaN
356 59.89 28.87 414.45	658.12	243.67
357 71.80 27.17 414.45	658.50	244.05
358 79.24 27.94 410.77	658.88	248.11
359 92.18 27.64 411.69	657.00	245.31
360 104.56 28.73 412.92	669.40	256.49
361 111.55 27.16 413.53	667.87	254.34
362 119.38 26.22 412.30	670.62	258.32
363 132.81 25.09 412.30	677.12	264.82
364 139.17 24.70 414.45	675.39	260.93
365 149.36 27.68 422.48	674.95	252.47
366 165.19 28.73 419.08	670.62	251.54
367 172.72 29.76 424.03	667.87	243.83
368 -179.33 28.09 426.52	667.49	240.97
369 -166.87 29.59 425.90	667.87	241.97
370 -156.07 28.03 422.48	663.79	241.31
371 -150.19 25.62 422.17	662.66	240.49
372 -140.53 24.08 426.21	661.91	235.70
373 -129.22 26.50 425.28	667.49	242.22
374 -119.32 30.00 423.10	657.75	234.65
375 -108.60 25.14 417.23	649.86	232.64
376 -97.68 26.06 418.77	653.62	234.85
377 -89.14 26.53 414.76	651.37	236.60
378 -77.60 25.62 413.53	657.00	243.47
379 -65.48 24.11 423.72	661.53	237.80
380 -56.32 26.51 425.28	663.04	237.77
381 -50.14 26.89 425.90	663.04	237.14
382 -34.21 25.06 420.01	661.53	241.52
383 -26.33 26.75 415.07	663.42	248.35
384 -20.45 28.65 412.92	660.77	247.85
385 2.33 35.80 409.85	654.74	244.89
386 9.49 37.02 412.30	653.99	241.69
387 21.01 38.06 411.08	665.28	254.21
388 33.80 34.02 412.30	NaN	NaN
389 44.87 33.12 415.69	656.62	240.94
390 57.59 34.69 418.77	663.04	244.27
391 67.56 36.61 416.92	661.53	244.61
392 79.10 36.93 410.16	661.91	251.75
393 87.23 37.86 408.94	662.29	253.35
394 101.45 36.13 414.45	664.91	250.46
395 110.76 34.86 414.45	666.38	251.93
396 122.79 37.46 414.15	670.62	256.47
397 132.76 36.98 414.45	664.91	250.46
398 145.20 37.80 421.55	665.65	244.10
399 154.80 39.30 423.10	667.49	244.39
400 169.44 35.52 425.59	666.38	240.80
401 177.16 36.63 424.97	671.89	246.92
402 -169.46 37.11 424.66	669.80	245.15
403 -161.95 35.27 423.72	668.24	244.52
404 -152.70 32.97 423.10	666.75	243.65
405 -138.16 35.46 428.70	664.17	235.47
406 -125.35 34.70 428.70	662.66	233.96
407 -119.19 34.78 423.41	662.66	239.25
408 -107.02 34.22 419.08	664.54	245.46
409 -93.21 36.43 419.70	668.63	248.93
410 -83.09 34.71 420.01	667.87	247.86
411 -70.82 34.47 NaN	663.42	NaN
412 -56.04 34.60 423.41	664.54	241.13
413 -50.15 35.71 420.62	659.25	238.63
414 -37.65 36.53 413.53	655.50	241.96
415 -24.14 34.10 412.30	661.15	248.85
416 -18.79 34.89 409.85	657.37	247.52
417 4.60 45.10 415.69	664.17	248.48
418 14.73 45.72 411.38	659.25	247.87
419 23.77 47.63 410.46	661.15	250.68
420 34.46 48.76 412.61	666.75	254.14
421 50.60 48.09 NaN	664.91	NaN
422 65.70 45.11 420.62	663.04	242.42
423 77.26 41.68 412.92	663.42	250.50
424 91.42 44.23 415.99	660.01	244.02
425 101.73 44.92 417.23	656.25	239.02
426 116.15 44.82 415.99	662.66	246.67
427 127.18 45.61 416.61	664.17	247.56
428 141.36 47.11 412.92	663.42	250.50
429 152.08 46.73 420.01	661.91	241.90
430 166.14 45.60 421.86	664.91	243.05
431 178.29 45.33 421.86	668.24	246.38
432 -170.50 44.07 424.66	668.63	243.97
433 -160.96 42.92 425.59	667.12	241.53
434 -144.99 46.34 429.95	663.79	233.84
435 -132.48 46.31 430.26	654.74	224.48
436 -120.83 44.96 423.41	655.87	232.46
437 -104.41 46.10 415.07	665.28	250.21
438 -92.50 45.35 421.86	668.24	246.38
439 -83.13 46.33 425.90	670.21	244.31
440 -67.54 45.48 430.89	670.21	239.32
441 -51.45 45.53 417.84	657.00	239.15
442 -44.54 45.89 414.45	659.63	245.18
443 -30.15 44.55 413.53	659.63	246.10
444 -18.07 43.90 407.71	657.37	249.66
445 -1.95 55.56 412.61	654.37	241.76
446 18.38 52.13 411.69	656.25	244.56
447 31.17 53.85 410.16	656.25	246.09
448 43.77 55.81 409.24	656.62	247.38
449 59.50 56.67 415.38	661.15	245.77
450 72.70 56.52 417.23	666.02	248.79
451 93.23 52.07 417.84	658.50	240.66
452 106.27 51.48 415.07	655.87	240.80
453 128.59 53.57 417.84	671.04	253.20
454 139.64 55.14 418.46	666.02	247.56
455 150.31 53.39 415.07	662.66	247.59
456 169.91 53.57 414.15	661.53	247.38
457 -178.48 52.80 417.53	664.17	246.63
458 -165.25 53.00 422.17	669.01	246.84
459 -147.15 53.59 429.01	668.24	239.23
460 -134.81 53.49 425.90	657.75	231.85
461 -115.99 54.86 419.08	657.37	238.29
462 -100.71 54.26 423.41	657.75	234.33
463 -85.81 53.22 421.86	664.17	242.31
464 -71.32 54.50 424.03	669.80	245.77
465 -50.90 53.94 415.99	659.63	243.64
466 -41.56 53.93 414.15	658.12	243.98
467 -23.45 54.11 413.22	657.00	243.77
468 0.10 62.93 411.38	653.62	242.24
469 20.97 62.27 413.84	652.12	238.28
470 40.02 60.62 410.77	653.62	242.85
471 61.81 62.92 413.53	657.00	243.47
472 76.04 64.96 412.61	656.62	244.01
473 94.70 65.21 411.38	657.37	245.99
474 125.82 62.80 411.69	666.02	254.33
475 139.02 60.02 418.77	667.12	248.35
476 159.45 62.03 415.07	664.17	249.10
477 174.30 61.45 411.08	660.39	249.31
478 -165.06 62.45 414.45	658.12	243.67
479 -147.98 61.90 418.46	660.77	242.31
480 -120.55 62.72 418.77	663.79	245.03
481 -104.75 63.82 419.39	662.29	242.90
482 -87.45 63.05 419.70	662.66	242.97
483 -58.72 62.97 418.77	662.66	243.90
484 -44.43 62.80 415.99	654.37	238.38
485 -28.11 62.84 416.30	650.61	234.31
486 1.84 72.54 410.46	649.86	239.40
487 29.36 72.19 412.30	653.62	241.32
488 61.38 71.32 412.30	653.99	241.69
489 82.66 71.41 413.53	655.87	242.34
490 112.41 71.32 416.61	664.17	247.56
491 150.63 70.16 416.61	666.75	250.14
492 169.87 69.50 415.07	662.29	247.22
493 -162.57 70.21 414.45	654.37	239.92
494 -125.08 72.51 418.46	658.12	239.66
495 -100.66 71.14 420.31	662.66	242.35
496 -65.71 72.08 417.23	658.12	240.90
497 -42.15 71.97 416.92	650.24	233.32
498 -0.34 80.66 410.46	653.62	243.16
499 60.06 81.01 411.69	660.39	248.70
500 101.28 80.84 414.76	661.91	247.15
501 153.70 80.14 415.99	657.75	241.75
502 -132.77 79.77 418.15	656.62	238.47
503 -60.24 80.47 416.61	659.63	243.02
504 36.72 83.62 417.84	659.63	241.79
