   -15.500    146.200    416.320     -1.774    671.000     11.560
   -16.400    150.600    412.130     -5.964    668.320      8.881
   -12.600    166.600    424.850      6.756    667.700      8.261
   -13.100    175.400    420.140      2.046    668.130      8.691
   -23.700   -173.700    408.670     -9.424    676.360     16.921
   -24.500   -161.500    423.710      5.616    654.270     -5.169
   -22.700   -151.600    422.720      4.626    656.780     -2.659
   -24.400   -141.800    423.640      5.546    653.030     -6.409
   -27.000   -134.400    423.580      5.486    651.970     -7.469
   -22.700   -120.800    423.740      5.646    666.650      7.211
   -22.800   -109.700    409.870     -8.224    663.240      3.801
   -23.200    -98.100    412.110     -5.984    643.660    -15.780
   -18.600    -86.300    416.810     -1.284    645.630    -13.809
   -20.100    -77.200    427.100      9.006    662.210      2.771
   -19.300    -63.700    431.760     13.666    675.580     16.141
   -19.100    -53.200    418.750      0.656    673.520     14.081
   -19.900    -43.100    420.360      2.266    661.610      2.171
   -24.400    -33.600    426.100      8.006    646.490    -12.950
   -25.900    -22.300    411.080     -7.014    652.610     -6.829
   -23.800    -10.900    411.150     -6.944    680.370     20.930
   -25.000     -3.600    407.140    -10.954    681.940     22.500
   -25.100     13.500    403.660    -14.434    641.040    -18.399
   -26.200     22.400    413.040     -5.054    649.200    -10.239
   -25.600     31.500    412.940     -5.154    654.260     -5.179
   -25.700     44.300    412.760     -5.334    654.050     -5.389
   -23.900     54.200    416.400     -1.694    657.590     -1.849
   -26.000     65.200    409.440     -8.654    658.400     -1.039
   -24.600     74.100    410.000     -8.094    661.310      1.871
   -26.900     88.700    423.120      5.026    656.600     -2.839
   -27.200     94.200    420.530      2.436    663.220      3.781
   -29.300    106.700    413.980     -4.114    672.610     13.171
   -27.100    120.600    415.790     -2.304    668.500      9.061
   -26.200    133.500    421.770      3.676    660.160      0.721
   -24.500    143.200    427.990      9.896    657.340     -2.099
   -22.800    152.300    414.480     -3.614    674.140     14.701
   -23.100    160.900    402.230    -15.864    677.070     17.631
   -25.400    177.700    401.390    -16.704    674.230     14.790
   -31.500   -175.100    409.750     -8.344    670.430     10.991
   -35.200   -158.600    425.960      7.866    660.540      1.101
   -33.800   -149.400    419.530      1.436    661.140      1.701
   -32.500   -136.100    421.450      3.356    650.100     -9.339
   -35.300   -128.200    423.080      4.986    651.520     -7.919
   -38.700   -118.200    424.050      5.956    659.550      0.111
   -39.300    -99.500    401.800    -16.294    673.450     14.011
   -37.200    -89.000    401.600    -16.494    675.830     16.391
   -33.200    -36.300    418.730      0.636    644.530    -14.909
   -33.000    -31.400    415.490     -2.604    649.260    -10.179
   -33.400    -17.400    410.210     -7.884    660.140      0.701
   -36.400     -4.800    421.480      3.386    656.680     -2.759
   -34.800     -0.300    413.460     -4.634    649.120    -10.319
   -33.400     20.500    411.730     -6.364    646.060    -13.380
   -37.100     31.600    406.470    -11.624    649.640     -9.799
   -36.400     41.200    407.100    -10.994    653.640     -5.799
   -35.900     54.500    411.910     -6.184    649.940     -9.499
   -33.700     66.400    404.230    -13.864    654.940     -4.499
   -34.600     80.900    404.570    -13.524    653.750     -5.689
   -35.000     91.000    410.290     -7.804    657.370     -2.069
   -36.200    100.300    421.360      3.266    659.260     -0.179
   -37.400    112.800    419.020      0.926    655.970     -3.469
   -37.400    123.000    421.320      3.226    651.960     -7.479
   -33.100    139.300    414.230     -3.864    658.720     -0.719
   -37.200    151.600    401.340    -16.754    660.060      0.621
   -37.600    161.200    398.340    -19.754    660.700      1.261
   -34.800    176.300    407.470    -10.624    678.500     19.061
   -47.900   -170.500    412.030     -6.064    666.500      7.061
   -44.600   -157.900    420.030      1.936    663.040      3.601
   -46.100   -146.000    419.220      1.126    660.920      1.481
   -43.600   -130.700    423.620      5.526    657.420     -2.019
   -43.200   -119.900    421.880      3.786    659.060     -0.379
   -45.100   -105.300    416.760     -1.334    664.090      4.651
   -44.800    -93.000    415.400     -2.694    660.640      1.201
   -48.300    -79.600    436.400     18.306    664.420      4.981
   -47.200    -57.500    409.470     -8.624    670.370     10.931
   -48.000    -49.900    415.600     -2.494    657.090     -2.349
   -45.200    -34.200    412.770     -5.324    641.070    -18.369
   -46.300    -26.100    410.060     -8.034    662.000      2.561
   -41.400     -5.300    427.510      9.416    652.200     -7.239
